init,lead_h,forecast_time,lon_fc,lat_fc,mslp_fc,lon_obs,lat_obs,mslp_obs,erro_km,lon_nhc,lat_nhc,mslp_nhc,erro_km_nhc
2022101000,0,2022101000,-87.2179,12.5374,1000.02,-87.2179,12.5374,1000.02,0.00,-87.6000,12.6000,993.00,42.04
2022101000,24,2022101100,-89.4680,12.5374,1010.14,-86.7679,16.0163,1007.83,484.01,-89.0000,13.0000,1002.00,72.26
2022101000,48,2022101200,-87.3980,11.6454,1011.27,,,,,,,,
2022101000,72,2022101300,-87.5780,13.4294,1010.41,,,,,,,,
2022101000,96,2022101400,-86.1379,12.1806,1009.81,,,,,,,,
2022101000,120,2022101500,-87.4880,12.5374,1009.85,,,,,,,,
