rodada,merge_date,previsao,lead_h,rmse_mm,bias_mm,precip_track_error10km,fss_3km,fss_9km,fss_25km,csi_10mm,csi_50mm,csi_100mm
2023031000,20230311,2023031100,24,18.336014500385883,-2.3882518160776334,270.3429455220145,0.5064917681702583,0.5064917681702583,0.5463501530110222,0.3391288761426779,0.003033367037411527,0.0
2023031000,20230312,2023031200,48,11.5279355716316,1.8378876089942762,350.92790545767957,0.2976496826213758,0.2976496826213758,0.3374812245844985,0.17484631663811348,0.0,0.0
