p_hPa,z_m,T_obs_C,T_monan_C,td_obs_C,td_monan_C,U_obs_ms,U_monan_ms,theta_obs_K,theta_monan_K,N_obs_1s,N_monan_1s,l2_obs_1_m2,l2_monan_1_m2,Ri_obs,Ri_monan,Fr_obs,Fr_monan
117.0,15299.0,-50.8,-58.21103485107422,-84.5,-85.63761352539062,52.00000000000001,64.30308305440909,410.7106620873766,397.0214737337121,0.023610418445665204,0.021184011460159278,3.2682881292530025e-06,3.443542663222835e-06,0.087263549407135,0.863960981798629,0.07368162832358716,0.10155075315253519
115.0,15410.0,-50.5,-58.17987213134766,-84.5,-86.01603393554687,44.0,61.8156020703017,413.29782246319627,399.04193012687574,0.01787279339064036,0.02120651305424274,1.5229755571799725e-07,2.793066501513036e-06,0.04566697353996283,0.8917319589780419,0.08236065597668872,0.09751881039172915
114.0,15466.0,-50.8,-58.164290771484374,-84.5,-86.205244140625,39.99999999999999,60.57240688381254,413.7731887776225,400.0689113969043,0.014216666821800351,0.02121212194477599,-2.37640421581888e-06,1.6197375312782844e-06,0.03391116627389007,0.906210206620199,0.09412863508853409,0.09553230824975008
106.0,15935.0,-53.2,-58.03963989257812,-84.8,-87.71892578125,37.0,50.643465243349695,417.9135849854086,408.718080290952,0.014445586268093592,0.02115127973185512,-1.8485232797191054e-06,-8.582375962405462e-07,0.19252374910147446,1.048755690124015,0.08568920376185847,0.08010254614384418
100.0,16310.0,-55.1,-57.94615173339844,-85.1,-88.85418701171875,39.99999999999999,43.224496949848294,421.26569152554026,415.76701655119166,0.013692479253409965,0.01985990363861334,1.1776924353229759e-07,1.2335482898529265e-07,5.290276438405762,1.3107274417368673,0.09773215052425598,0.07281357693876887
86.0,17245.0,-61.6,-61.68840026855469,-87.5,-90.28004964192708,38.0,33.501878739174465,426.723413685221,426.5450990344607,0.011557137626075005,0.016751082575531838,2.2290636238119644e-07,2.1058646966166882e-07,0.29676461056111625,2.9011245773493766,0.11000004606711938,0.06690920015683009
79.0,17771.0,-65.2,-63.55952453613281,-88.9,-90.99298095703125,29.0,28.672872142104403,429.77146479055,433.16184489662913,0.011042523748913461,0.017122548106692195,-1.624239741239752e-06,3.9503103739601523e-07,0.2854487235026402,3.5977696512384667,0.0878595979105534,0.05602248364546097
76.0,18011.0,-66.9,-64.36143493652344,-89.5,-91.29852294921875,26.0,26.613998843281003,431.0039693464144,436.3088499224267,0.011219916398028041,0.017265339996275032,-3.993194445120168e-06,7.06064756807681e-08,0.21652189662191204,3.9662387891123223,0.07752526911803116,0.051569693952740074
74.2,18160.0,-67.9,-64.84258117675782,-89.9,-91.48184814453126,29.0,25.38274134423828,431.86464231489094,438.2977292162615,0.01683833815494603,0.01748555206742772,-3.17589200313985e-06,-3.1452850076864556e-07,0.125155445567367,4.1527621094214275,0.057618019520073185,0.04856447865930496
72.0,18341.0,-67.9,-65.43064880371094,-89.9,-91.70591227213542,41.0,23.8828434743512,435.5981953234064,440.83885269112,0.021613480660609127,0.017770857678759865,2.3946571498712603e-07,-7.958110950642952e-07,0.1179705785472153,4.37805370348362,0.06346272269003299,0.044961128060907504
70.0,18510.0,-67.9,-65.96525573730469,-89.9,-91.90960693359375,51.0,22.524908256252093,439.1219297845635,443.2612166750599,0.02405895513659581,0.0212346137882899,2.124983360251094e-06,-8.354856518382794e-07,0.1374927578260912,49.73223338606434,0.07091742682526042,0.03548772995478835
68.0,18689.0,-67.0,-65.45436553955078,-89.7,-92.0951171875,56.0,23.915511750412403,444.7191081666193,448.0534432566148,0.026456665209256047,0.02422649415621722,2.0234724887853845e-06,-1.1521945870805669e-07,0.29053370646967636,4.8796639919976625,0.07081291636736112,0.03302544380305288
65.0,18968.0,-65.5,-64.68803024291992,-89.5,-92.37338256835938,50.0,26.14545804510742,453.7730670113119,455.5474470112669,0.026595228332369634,0.02408743114296015,1.0501220578303866e-06,5.734803651904966e-07,0.36261019246554055,5.273687475179284,0.06289640695694687,0.03631326708842309
55.0,20001.0,-60.0,-62.13357925415039,-88.5,-93.30093383789062,56.99999999999999,34.404091781803466,488.586662965542,483.69603022823094,0.02640775156902639,0.023659673251721487,1.4174959071571874e-06,4.829089936137968e-07,0.9885520698130548,7.055614385985278,0.07221093783482374,0.048647542982135694
