init,lead_h,forecast_time,lon_fc,lat_fc,mslp_fc,lon_obs,lat_obs,mslp_obs,erro_km
2023030900,48,2023031100,-85.64791870117188,-9.018783569335938,1010.0554809570312,-84.04228210449219,-8.929582595825195,1007.9478759765625,176.63
2023030900,54,2023031106,-86.00472259521484,-9.821596145629883,1010.5855712890625,nan,nan,nan,
2023030900,60,2023031112,-86.00472259521484,-10.71360969543457,1011.0155639648438,nan,nan,nan,
2023030900,66,2023031118,-86.896728515625,-10.802812576293945,1011.2059326171875,nan,nan,nan,
2023030900,72,2023031200,-87.78874969482422,-10.98121452331543,1010.2257080078125,-84.1314926147461,-10.535207748413086,1008.656005859375,402.58
2023030900,78,2023031206,-88.05635070800781,-10.802812576293945,1011.3521118164062,nan,nan,nan,
2023030900,84,2023031212,-88.50236511230469,-10.71360969543457,1011.5560913085938,nan,nan,nan,
2023030900,90,2023031218,-89.03756713867188,-10.624407768249512,1011.6559448242188,nan,nan,nan,
2023030900,96,2023031300,-89.39437866210938,-9.910797119140625,1011.1944580078125,nan,nan,nan,
2023030900,102,2023031306,-89.84037780761719,-10.535207748413086,1012.2588500976562,nan,nan,nan,
2023030900,108,2023031312,-90.55398559570312,-10.535207748413086,1012.4091186523438,nan,nan,nan,
2023030900,114,2023031318,-91.44600677490234,-10.624407768249512,1012.7743530273438,nan,nan,nan,
2023030900,120,2023031400,-92.3380126953125,-10.535207748413086,1012.0067138671875,nan,nan,nan,
2023031000,0,2023031000,-85.73711395263672,-7.2347564697265625,1009.003173828125,-85.73711395263672,-7.2347564697265625,1009.003173828125,0.00
2023031000,6,2023031006,-86.00472259521484,-8.037569046020508,1010.5225219726562,nan,nan,nan,
2023031000,12,2023031012,-85.20189666748047,-8.39437484741211,1010.7327880859375,nan,nan,nan,
2023031000,18,2023031018,-85.11270141601562,-9.286388397216797,1010.7767333984375,nan,nan,nan,
2023031000,24,2023031100,-84.84510040283203,-9.821596145629883,1009.8074951171875,-84.04228210449219,-8.929582595825195,1007.9478759765625,132.65
2023031000,30,2023031106,-84.75590515136719,-10.535207748413086,1010.2145385742188,nan,nan,nan,
2023031000,36,2023031112,-85.11270141601562,-9.910797119140625,1010.5164184570312,nan,nan,nan,
2023031000,42,2023031118,-85.46951293945312,-10.356805801391602,1010.6534423828125,nan,nan,nan,
2023031000,48,2023031200,-84.75590515136719,-9.821596145629883,1009.8900146484375,-84.1314926147461,-10.535207748413086,1008.656005859375,104.72
2023031000,54,2023031206,-84.84510040283203,-9.10798454284668,1010.4823608398438,nan,nan,nan,
2023031000,60,2023031212,-85.02349853515625,-9.375589370727539,1010.7683715820312,nan,nan,nan,
2023031000,66,2023031218,-85.02349853515625,-9.464789390563965,1010.8724975585938,nan,nan,nan,
2023031000,72,2023031300,-85.5587158203125,-8.751178741455078,1009.8878784179688,nan,nan,nan,
2023031000,78,2023031306,-85.73711395263672,-9.464789390563965,1011.0516967773438,nan,nan,nan,
2023031000,84,2023031312,-86.62913513183594,-9.643193244934082,1011.082275390625,nan,nan,nan,
2023031000,90,2023031318,-86.09392547607422,-8.929582595825195,1011.2572021484375,nan,nan,nan,
2023031000,96,2023031400,-86.53993225097656,-8.572776794433594,1010.447509765625,nan,nan,nan,
2023031000,102,2023031406,-86.45072937011719,-8.751178741455078,1011.1107177734375,nan,nan,nan,
2023031000,108,2023031412,-87.34274291992188,-8.66197681427002,1011.0060424804688,nan,nan,nan,
2023031000,114,2023031418,-87.2535400390625,-8.929582595825195,1011.0802612304688,nan,nan,nan,
2023031000,120,2023031500,-87.2535400390625,-8.929582595825195,1010.802734375,nan,nan,nan,
2023031100,0,2023031100,-84.04228210449219,-8.929582595825195,1007.9478759765625,-84.04228210449219,-8.929582595825195,1007.9478759765625,0.00
2023031100,6,2023031106,-84.30989074707031,-9.286388397216797,1009.0173950195312,nan,nan,nan,
2023031100,12,2023031112,-84.57750701904297,-10.089200973510742,1009.92919921875,nan,nan,nan,
2023031100,18,2023031118,-83.7746810913086,-10.089200973510742,1010.615966796875,nan,nan,nan,
2023031100,24,2023031200,-84.48829650878906,-9.821596145629883,1009.8258056640625,-84.1314926147461,-10.535207748413086,1008.656005859375,88.44
2023031100,30,2023031206,-83.68547821044922,-10.178400993347168,1010.194091796875,nan,nan,nan,
2023031100,36,2023031212,-84.30989074707031,-9.910797119140625,1010.2525024414062,nan,nan,nan,
2023031100,42,2023031218,-84.39909362792969,-10.356805801391602,1010.2012329101562,nan,nan,nan,
2023031100,48,2023031300,-85.11270141601562,-9.821596145629883,1009.4335327148438,nan,nan,nan,
2023031100,54,2023031306,-85.11270141601562,-9.018783569335938,1010.0610961914062,nan,nan,nan,
2023031100,60,2023031312,-85.38031005859375,-8.929582595825195,1010.3470458984375,nan,nan,nan,
2023031100,66,2023031318,-85.29109954833984,-9.10798454284668,1009.959228515625,nan,nan,nan,
2023031100,72,2023031400,-85.20189666748047,-9.286388397216797,1009.5547485351562,nan,nan,nan,
2023031100,78,2023031406,-85.64791870117188,-9.464789390563965,1010.0038452148438,nan,nan,nan,
2023031100,84,2023031412,-86.00472259521484,-9.910797119140625,1010.283447265625,nan,nan,nan,
2023031100,90,2023031418,-86.896728515625,-9.910797119140625,1010.62255859375,nan,nan,nan,
2023031100,96,2023031500,-86.98593139648438,-9.553991317749023,1009.8978271484375,nan,nan,nan,
2023031100,102,2023031506,-86.62913513183594,-10.0,1010.7755737304688,nan,nan,nan,
2023031100,108,2023031512,-86.896728515625,-10.624407768249512,1010.9254760742188,nan,nan,nan,
2023031100,114,2023031518,-86.62913513183594,-11.15961742401123,1011.0242309570312,nan,nan,nan,
2023031100,120,2023031600,-86.80753326416016,-11.784027099609375,1010.2200927734375,nan,nan,nan,
2023031200,0,2023031200,-84.1314926147461,-10.535207748413086,1008.656005859375,-84.1314926147461,-10.535207748413086,1008.656005859375,0.00
2023031200,6,2023031206,-84.66670989990234,-10.089200973510742,1009.8649291992188,nan,nan,nan,
2023031200,12,2023031212,-85.20189666748047,-10.178400993347168,1010.7913818359375,nan,nan,nan,
2023031200,18,2023031218,-85.38031005859375,-10.089200973510742,1010.8309936523438,nan,nan,nan,
2023031200,24,2023031300,-85.73711395263672,-9.286388397216797,1010.1045532226562,nan,nan,nan,
2023031200,30,2023031306,-85.46951293945312,-9.643193244934082,1010.8109130859375,nan,nan,nan,
2023031200,36,2023031312,-86.2723159790039,-9.910797119140625,1010.9583740234375,nan,nan,nan,
2023031200,42,2023031318,-85.38031005859375,-9.73239517211914,1010.5694580078125,nan,nan,nan,
